Published Report Versions
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:15 PM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.82,4001.01,4001.02,4000.07,4000.83,4000.81
Report Name,Start Date,End Date,Version,Version Timestamp (EPT),Report Version Comments
Hourly Transmission Congestion Credits,08/04/2017,08/04/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/05/2017,08/05/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/06/2017,08/06/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/07/2017,08/07/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/08/2017,08/08/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/09/2017,08/09/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/10/2017,08/10/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/11/2017,08/11/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/12/2017,08/12/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/13/2017,08/13/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/14/2017,08/14/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/15/2017,08/15/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/16/2017,08/16/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/17/2017,08/17/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/18/2017,08/18/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/19/2017,08/19/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/20/2017,08/20/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/21/2017,08/21/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/22/2017,08/22/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/23/2017,08/23/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/24/2017,08/24/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/25/2017,08/25/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/26/2017,08/26/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/27/2017,08/27/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/28/2017,08/28/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/29/2017,08/29/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/30/2017,08/30/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,08/31/2017,08/31/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/01/2017,09/01/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/02/2017,09/02/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/03/2017,09/03/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/04/2017,09/04/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/05/2017,09/05/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/06/2017,09/06/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/07/2017,09/07/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/08/2017,09/08/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/09/2017,09/09/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/10/2017,09/10/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/11/2017,09/11/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/12/2017,09/12/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/13/2017,09/13/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/14/2017,09/14/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/15/2017,09/15/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/16/2017,09/16/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/17/2017,09/17/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/18/2017,09/18/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/19/2017,09/19/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/20/2017,09/20/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/21/2017,09/21/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/22/2017,09/22/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/23/2017,09/23/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/24/2017,09/24/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/25/2017,09/25/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/26/2017,09/26/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/27/2017,09/27/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/28/2017,09/28/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/29/2017,09/29/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,09/30/2017,09/30/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/01/2017,10/01/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/02/2017,10/02/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/03/2017,10/03/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/04/2017,10/04/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/05/2017,10/05/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/06/2017,10/06/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/07/2017,10/07/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/08/2017,10/08/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/09/2017,10/09/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/10/2017,10/10/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/11/2017,10/11/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/12/2017,10/12/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/13/2017,10/13/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/14/2017,10/14/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/15/2017,10/15/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/16/2017,10/16/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/17/2017,10/17/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/18/2017,10/18/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/19/2017,10/19/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/20/2017,10/20/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/21/2017,10/21/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/22/2017,10/22/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/23/2017,10/23/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/24/2017,10/24/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/25/2017,10/25/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/26/2017,10/26/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/27/2017,10/27/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/28/2017,10/28/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/29/2017,10/29/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/30/2017,10/30/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,10/31/2017,10/31/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/01/2017,11/01/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/02/2017,11/02/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/03/2017,11/03/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/04/2017,11/04/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/05/2017,11/05/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/06/2017,11/06/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/07/2017,11/07/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/08/2017,11/08/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/09/2017,11/09/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/10/2017,11/10/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/11/2017,11/11/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/12/2017,11/12/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/13/2017,11/13/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/14/2017,11/14/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/15/2017,11/15/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/16/2017,11/16/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/17/2017,11/17/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/18/2017,11/18/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/19/2017,11/19/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/20/2017,11/20/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/21/2017,11/21/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/22/2017,11/22/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/23/2017,11/23/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/24/2017,11/24/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/25/2017,11/25/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/26/2017,11/26/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/27/2017,11/27/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/28/2017,11/28/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/29/2017,11/29/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,11/30/2017,11/30/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/01/2017,12/01/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/02/2017,12/02/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/03/2017,12/03/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/04/2017,12/04/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/05/2017,12/05/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/06/2017,12/06/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/07/2017,12/07/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/08/2017,12/08/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/09/2017,12/09/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/10/2017,12/10/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/11/2017,12/11/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/12/2017,12/12/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/13/2017,12/13/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/14/2017,12/14/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/15/2017,12/15/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/16/2017,12/16/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/17/2017,12/17/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/18/2017,12/18/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/19/2017,12/19/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/20/2017,12/20/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/21/2017,12/21/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/22/2017,12/22/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/23/2017,12/23/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/24/2017,12/24/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/25/2017,12/25/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/26/2017,12/26/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/27/2017,12/27/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/28/2017,12/28/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/29/2017,12/29/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/30/2017,12/30/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,12/31/2017,12/31/2017,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/01/2018,01/01/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/02/2018,01/02/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/03/2018,01/03/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/04/2018,01/04/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/05/2018,01/05/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/06/2018,01/06/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/07/2018,01/07/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/08/2018,01/08/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/09/2018,01/09/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/10/2018,01/10/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/11/2018,01/11/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/12/2018,01/12/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/13/2018,01/13/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/14/2018,01/14/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/15/2018,01/15/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/16/2018,01/16/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/17/2018,01/17/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/18/2018,01/18/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/19/2018,01/19/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/20/2018,01/20/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/21/2018,01/21/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/22/2018,01/22/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/23/2018,01/23/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/24/2018,01/24/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/25/2018,01/25/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/26/2018,01/26/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/27/2018,01/27/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/28/2018,01/28/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/29/2018,01/29/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/30/2018,01/30/2018,20180101.000,02/07/2018 09:00:03,
Hourly Transmission Congestion Credits,01/31/2018,01/31/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,12/01/2017,12/01/2017,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/01/2018,01/01/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/02/2018,01/02/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/03/2018,01/03/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/04/2018,01/04/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/05/2018,01/05/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/06/2018,01/06/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/07/2018,01/07/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/08/2018,01/08/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/09/2018,01/09/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/10/2018,01/10/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/11/2018,01/11/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/12/2018,01/12/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/13/2018,01/13/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/14/2018,01/14/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/15/2018,01/15/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/16/2018,01/16/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/17/2018,01/17/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/18/2018,01/18/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/19/2018,01/19/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/20/2018,01/20/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/21/2018,01/21/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/22/2018,01/22/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/23/2018,01/23/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/24/2018,01/24/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/25/2018,01/25/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/26/2018,01/26/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/27/2018,01/27/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/28/2018,01/28/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/29/2018,01/29/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/30/2018,01/30/2018,20180101.000,02/07/2018 09:00:03,
Implicit Congestion and Loss Charge Details,01/31/2018,01/31/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,12/01/2017,12/01/2017,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/01/2018,01/01/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/02/2018,01/02/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/03/2018,01/03/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/04/2018,01/04/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/05/2018,01/05/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/06/2018,01/06/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/07/2018,01/07/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/08/2018,01/08/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/09/2018,01/09/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/10/2018,01/10/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/11/2018,01/11/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/12/2018,01/12/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/13/2018,01/13/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/14/2018,01/14/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/15/2018,01/15/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/16/2018,01/16/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/17/2018,01/17/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/18/2018,01/18/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/19/2018,01/19/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/20/2018,01/20/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/21/2018,01/21/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/22/2018,01/22/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/23/2018,01/23/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/24/2018,01/24/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/25/2018,01/25/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/26/2018,01/26/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/27/2018,01/27/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/28/2018,01/28/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/29/2018,01/29/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/30/2018,01/30/2018,20180101.000,02/07/2018 09:00:03,
Inadvertent Interchange Charge Summary,01/31/2018,01/31/2018,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/03/2017,04/03/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/04/2017,04/04/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/05/2017,04/05/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/06/2017,04/06/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/07/2017,04/07/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/08/2017,04/08/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/09/2017,04/09/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/10/2017,04/10/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/11/2017,04/11/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/12/2017,04/12/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/13/2017,04/13/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/14/2017,04/14/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/15/2017,04/15/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/16/2017,04/16/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/17/2017,04/17/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/18/2017,04/18/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/19/2017,04/19/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/20/2017,04/20/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/21/2017,04/21/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/22/2017,04/22/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/23/2017,04/23/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/24/2017,04/24/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/25/2017,04/25/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/26/2017,04/26/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/27/2017,04/27/2017,20180101.000,02/07/2018 09:00:03,
Incremental CTR for Required Transmission Enhancement Credits,04/28/2017,04/28/2017,20180101.000,02/07/2018 09:00:03,
